kladr_code;tpi;fo;fo_tpi
19000001;Абакан;Сибирский ФО;Сибирский ФО: Абакан
61000013;Азов;Южный ФО;Южный ФО: Азов
71002001;Алексин;Центральный ФО;Центральный ФО: Алексин
22000010;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22052000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22018001;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22031000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22000003;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22026000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22003000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22018000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22043000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22054000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22006000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22000000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22012000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22007000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22039000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22034000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22035000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22059000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22008000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22050000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22056000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22058000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22000002;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22032000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22017000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22024000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22045000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22023000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22029000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22025000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22020000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22030000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22044000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22051000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22010000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22042000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22016000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22022000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22004000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22061000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22028000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22005000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22053000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22021000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22019000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22038000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22027001;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22027000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22036000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22014000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22048000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22057000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22009000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22000012;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22049000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22033000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22040000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22047000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22037000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22060000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22032002;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22002000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22013000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22011000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22015001;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22055000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
22046000;Алтайский край - Прочие;Сибирский ФО;Сибирский ФО: Алтайский край - Прочие
16008001;Альметьевск;Приволжский ФО;Приволжский ФО: Альметьевск
27000003;Амурск;Дальневосточный ФО;Дальневосточный ФО: Амурск
28005001;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000007;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28016000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28018000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28004000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28006000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28002000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28012000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28001000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28017000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28008000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28007000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000006;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000008;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28010000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000002;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28009000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28003000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28013000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28017001;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000004;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28011000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28000010;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28014000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28019000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
28015000;Амурская область - Прочие;Дальневосточный ФО;Дальневосточный ФО: Амурская область - Прочие
23003001;Анапа;Южный ФО;Южный ФО: Анапа
38000004;Ангарск;Сибирский ФО;Сибирский ФО: Ангарск
42000002;Анжеро-Судженск;Сибирский ФО;Сибирский ФО: Анжеро-Судженск
51000002;Апатиты;Северо-Западный ФО;Северо-Западный ФО: Апатиты
52000004;Арзамас;Приволжский ФО;Приволжский ФО: Арзамас
23000002;Армавир;Южный ФО;Южный ФО: Армавир
25000002;Арсеньев;Дальневосточный ФО;Дальневосточный ФО: Арсеньев
25000003;Артем;Дальневосточный ФО;Дальневосточный ФО: Артем
29000001;Архангельск;Северо-Западный ФО;Северо-Западный ФО: Архангельск
29000000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29019000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29006000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29011000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29015000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29007000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29000003;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29013001;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29019001;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29000005;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29002000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29003000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29014001;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29006001;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29009000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29000002;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29016000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29001000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29008003;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29008000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29002001;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29012000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29010000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29014000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29017000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29005000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29012001;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29018000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29004000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
29013000;Архангельская область - Прочие;Северо-Западный ФО;Северо-Западный ФО: Архангельская область - Прочие
66000002;Асбест;Уральский ФО;Уральский ФО: Асбест
30010000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30002000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30009000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30008000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30002001;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30007000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30006001;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30009001;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30000002;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30000000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30005000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30012000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30004000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30011001;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30006000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30011000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30003000;Астраханская область - Прочие;Южный ФО;Южный ФО: Астраханская область - Прочие
30000001;Астрахань;Южный ФО;Южный ФО: Астрахань
24000012;Ачинск;Сибирский ФО;Сибирский ФО: Ачинск
99000000;Байконур;none;none: Байконур
64000004;Балаково;Приволжский ФО;Приволжский ФО: Балаково
52004001;Балахна;Приволжский ФО;Приволжский ФО: Балахна
64000005;Балашов;Приволжский ФО;Приволжский ФО: Балашов
22000001;Барнаул;Сибирский ФО;Сибирский ФО: Барнаул
61000003;Батайск;Южный ФО;Южный ФО: Батайск
31000001;Белгород;Центральный ФО;Центральный ФО: Белгород
31000003;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31004000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31022000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31008000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31019000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31010000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31011000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31004001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31020000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31010001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31000000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31003000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31012000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31013000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31021000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31009000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31002001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31016000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31015000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31007001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31005000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31007000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31002000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31021001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31014001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31018000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31012001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31014000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31006000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31017000;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
31018001;Белгородская область - Прочие;Центральный ФО;Центральный ФО: Белгородская область - Прочие
42000015;Белово;Сибирский ФО;Сибирский ФО: Белово
28000003;Белогорск;Дальневосточный ФО;Дальневосточный ФО: Белогорск
23006001;Белореченск;Южный ФО;Южный ФО: Белореченск
54000002;Бердск;Сибирский ФО;Сибирский ФО: Бердск
59000002;Березники;Приволжский ФО;Приволжский ФО: Березники
42000003;Березовский;Сибирский ФО;Сибирский ФО: Березовский
66000003;Березовский;Уральский ФО;Уральский ФО: Березовский
22000004;Бийск;Сибирский ФО;Сибирский ФО: Бийск
79000001;Биробиджан;Дальневосточный ФО;Дальневосточный ФО: Биробиджан
28000001;Благовещенск;Дальневосточный ФО;Дальневосточный ФО: Благовещенск
02015001;Благовещенск;Приволжский ФО;Приволжский ФО: Благовещенск
52000005;Бор;Приволжский ФО;Приволжский ФО: Бор
36005001;Борисоглебск;Центральный ФО;Центральный ФО: Борисоглебск
53003001;Боровичи;Северо-Западный ФО;Северо-Западный ФО: Боровичи
38000005;Братск;Сибирский ФО;Сибирский ФО: Братск
32000001;Брянск;Центральный ФО;Центральный ФО: Брянск
32017000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32014000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32008001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32013000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32000000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32010000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32008000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32003000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32006001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32010001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32027001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32019000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32005000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32018000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32001000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32020000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32000004;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32024000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32000002;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32023000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32025001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32002000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32009001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32000006;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32011000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32026000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32000005;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32016000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32021000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32020001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32015000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32012000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32006000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32007000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32025000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32027000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32026001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32006002;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32022001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32004000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32016001;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32009000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
32022000;Брянская область - Прочие;Центральный ФО;Центральный ФО: Брянская область - Прочие
16014001;Бугульма;Приволжский ФО;Приволжский ФО: Бугульма
56000005;Бугуруслан;Приволжский ФО;Приволжский ФО: Бугуруслан
26007001;Буденновск;Северо-Кавказский ФО;Северо-Кавказский ФО: Буденновск
56000006;Бузулук;Приволжский ФО;Приволжский ФО: Бузулук
05000010;Буйнакск;Северо-Кавказский ФО;Северо-Кавказский ФО: Буйнакск
60000002;Великие Луки;Северо-Западный ФО;Северо-Западный ФО: Великие Луки
53000001;Великий Новгород;Северо-Западный ФО;Северо-Западный ФО: Великий Новгород
66000004;Верхняя Пышма;Уральский ФО;Уральский ФО: Верхняя Пышма
66000045;Верхняя Салда;Уральский ФО;Уральский ФО: Верхняя Салда
25000001;Владивосток;Дальневосточный ФО;Дальневосточный ФО: Владивосток
15000001;Владикавказ;Северо-Кавказский ФО;Северо-Кавказский ФО: Владикавказ
33000001;Владимир;Центральный ФО;Центральный ФО: Владимир
33000000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33010001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33015000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33004001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33000004;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33008000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33014001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33016000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33003001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33002000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33009000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33012001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33005000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33012003;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33002001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33012002;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33011000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33004000;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33016001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33009001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33012005;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33002002;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33007001;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33002004;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
33000002;Владимирская область - Прочие;Центральный ФО;Центральный ФО: Владимирская область - Прочие
